Seq,Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,PA1,Re,n,f2,mu02,PA2,hr2,hz2,f3,mag3,q3,PA3,hr3,mu03,f4,mu04,q4,PA4,Rbar,f5,mag5
1849,PGC069448,_dn,2,5,D,expdisk,,,,,,,,,,,,0.984,12.674,0.654,-89.07,19.23,21.09,,,,,,,
1849,PGC069448,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.016,17.138
1850,PGC069691,_zn,2,4,Z,edgedisk,,,,,,,0.995,21.514,-69.52,18.13,4.66,,,,,,,,,,,,,
1850,PGC069691,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.005,20.544
1851,PGC070657,_z,1,4,Z,edgedisk,,,,,,,1.0,22.504,-3.86,16.48,4.34,,,,,,,,,,,,,
1852,PGC071479,_dd,2,5,D,sersic,0.592,15.29,0.423,143.78,13.7,0.692,,,,,,,,,,,,,,,,,,
1852,PGC071479,_dd,2,5,D,expdisk,,,,,,,,,,,,0.408,15.601,0.5,-40.44,23.95,24.493,,,,,,,
1853,PGC072006,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.923,0.353,53.54,16.0,22.938,,,,,,,
1854,PGC072252,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.863,13.765,0.611,55.17,14.64,21.588,,,,,,,
1854,PGC072252,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.124,21.603,0.306,34.73,24.75,,
1854,PGC072252,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.013,18.347
1855,PGC090540,_z,1,4,Z,edgedisk,,,,,,,1.0,22.909,27.25,12.06,3.43,,,,,,,,,,,,,
1856,PGC090553,_z,1,4,Z,edgedisk,,,,,,,1.0,22.221,79.81,14.24,3.34,,,,,,,,,,,,,
1857,PGC090694,_z,1,4,Z,edgedisk,,,,,,,1.0,20.915,-43.36,9.86,2.72,,,,,,,,,,,,,
1858,PGC091215,_z,1,4,Z,edgedisk,,,,,,,1.0,22.057,-87.63,1.86,15.27,,,,,,,,,,,,,
1859,PGC091228,_z,1,4,Z,edgedisk,,,,,,,1.0,22.715,69.34,12.17,2.65,,,,,,,,,,,,,
1860,PGC091408,_z,1,4,Z,edgedisk,,,,,,,1.0,21.516,-27.34,10.24,2.0,,,,,,,,,,,,,
1861,PGC091413,_z,1,4,Z,edgedisk,,,,,,,1.0,21.779,59.7,9.07,2.75,,,,,,,,,,,,,
1862,PGC1059326,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.71,15.563,0.493,12.38,11.13,22.791,,,,,,,
1862,PGC1059326,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.29,21.368,0.183,7.54,21.07,,
1863,PGC1063216,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.893,15.118,0.813,9.7,12.84,22.657,,,,,,,
1863,PGC1063216,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.095,23.335,0.359,57.87,23.12,,
1863,PGC1063216,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.012,19.795
1864,UGC00017,_dn,2,5,D,expdisk,,,,,,,,,,,,0.991,14.311,0.602,-8.98,28.66,23.593,,,,,,,
1864,UGC00017,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.009,19.539
1865,UGC00099,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.933,14.369,0.874,77.68,22.5,23.126,,,,,,,
1865,UGC00099,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.067,23.116,0.488,13.74,20.67,,
1866,UGC00122,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.469,0.248,-72.61,19.8,23.947,,,,,,,
1867,UGC00132,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.32,0.351,15.32,16.37,22.387,,,,,,,
1868,UGC00156,_dd,2,5,D,sersic,0.069,16.833,0.835,49.18,15.86,0.483,,,,,,,,,,,,,,,,,,
1868,UGC00156,_dd,2,5,D,expdisk,,,,,,,,,,,,0.931,14.004,0.452,0.84,24.51,22.947,,,,,,,
1869,UGC00191,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.98,13.836,0.63,-25.46,19.89,22.325,,,,,,,
1869,UGC00191,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.02,23.322,0.596,3.17,14.04,,
1870,UGC00260,_zzn,3,4,Z,edgedisk,,,,,,,0.5,20.773,23.01,19.26,7.3,,,,,,,,,,,,,
1870,UGC00260,_zzn,3,4,Z,edgedisk,,,,,,,0.492,18.743,15.72,13.22,2.15,,,,,,,,,,,,,
1870,UGC00260,_zzn,3,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.008,17.93
1871,UGC00290,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,16.098,0.222,-47.78,19.44,24.537,,,,,,,
1872,UGC00313,_dd,2,5,D,sersic,0.228,15.454,0.484,14.84,12.82,0.121,,,,,,,,,,,,,,,,,,
1872,UGC00313,_dd,2,5,D,expdisk,,,,,,,,,,,,0.772,14.127,0.628,14.92,8.49,20.768,,,,,,,
1873,UGC00320,_z,1,4,Z,edgedisk,,,,,,,1.0,21.568,-7.66,9.98,3.03,,,,,,,,,,,,,
1874,UGC00477,_z,1,4,Z,edgedisk,,,,,,,1.0,21.338,-14.21,17.05,6.04,,,,,,,,,,,,,
1875,UGC00634,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.72,0.482,35.95,18.3,23.027,,,,,,,
1876,UGC00711,_z,1,4,Z,edgedisk,,,,,,,1.0,21.189,-62.43,22.36,4.59,,,,,,,,,,,,,
1877,UGC00866,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.201,0.332,57.24,13.16,22.793,,,,,,,
1878,UGC00882,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.974,0.548,89.1,15.94,22.982,,,,,,,
1879,UGC00891,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.496,0.367,49.8,23.17,23.315,,,,,,,
1880,UGC00903,_bz,2,4,B,sersic,0.302,12.986,0.285,53.47,25.77,0.774,,,,,,,,,,,,,,,,,,
1880,UGC00903,_bz,2,4,Z,edgedisk,,,,,,,0.698,16.376,52.57,6.61,1.26,,,,,,,,,,,,,
1881,UGC00941,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.256,0.62,79.7,13.43,22.891,,,,,,,
1882,UGC00958,_z,1,4,Z,edgedisk,,,,,,,1.0,21.173,26.42,8.8,3.16,,,,,,,,,,,,,
1883,UGC00964,_z,1,4,Z,edgedisk,,,,,,,1.0,19.448,89.03,6.86,2.1,,,,,,,,,,,,,
1884,UGC01014,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.666,0.928,14.2,11.49,21.962,,,,,,,
1885,UGC01020,_bd,2,3,B,sersic,0.661,14.132,0.359,49.96,13.92,2.043,,,,,,,,,,,,,,,,,,
1885,UGC01020,_bd,2,3,D,expdisk,,,,,,,,,,,,0.339,14.83,0.573,56.73,17.13,22.995,,,,,,,
1886,UGC01104,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.216,0.515,-0.1,10.41,21.298,,,,,,,
1887,UGC01110,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.946,14.283,0.196,-6.5,19.77,22.759,,,,,,,
1887,UGC01110,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.054,20.485,0.047,9.66,18.52,,
1888,UGC01112,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.423,0.352,-70.48,12.2,21.851,,,,,,,
1889,UGC01133,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.801,0.919,69.9,13.11,23.385,,,,,,,
1890,UGC01176,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.933,0.765,28.8,36.45,23.737,,,,,,,
1891,UGC01195,_dd,2,5,D,sersic,0.251,14.898,0.601,27.43,19.08,0.877,,,,,,,,,,,,,,,,,,
1891,UGC01195,_dd,2,5,D,expdisk,,,,,,,,,,,,0.749,13.706,0.25,46.02,39.64,23.692,,,,,,,
1892,UGC01197,_dd,2,5,D,sersic,0.24,16.303,0.201,59.31,20.06,1.211,,,,,,,,,,,,,,,,,,
1892,UGC01197,_dd,2,5,D,expdisk,,,,,,,,,,,,0.76,15.049,0.25,54.03,17.88,23.306,,,,,,,
1893,UGC01200,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.628,0.606,-13.4,13.97,21.35,,,,,,,
1894,UGC01240,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.32,0.354,84.22,7.57,21.712,,,,,,,
1895,UGC01500,_z,1,4,Z,edgedisk,,,,,,,1.0,20.321,-11.77,8.23,2.41,,,,,,,,,,,,,
1896,UGC01547,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.285,0.689,87.2,16.72,22.397,,,,,,,
1897,UGC01551,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.987,12.889,0.849,-57.43,22.5,21.645,,,,,,,
1897,UGC01551,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.011,22.831,0.301,73.47,18.0,,
1897,UGC01551,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.002,19.736
1898,UGC01670,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.87,0.767,-56.37,21.32,23.51,,,,,,,
1899,UGC01753,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.959,0.376,20.42,10.65,22.091,,,,,,,
1900,UGC01803,_z,1,4,Z,edgedisk,,,,,,,1.0,21.712,56.71,19.29,5.17,,,,,,,,,,,,,
1901,UGC01839,_z,1,4,Z,edgedisk,,,,,,,1.0,21.899,45.42,18.96,4.55,,,,,,,,,,,,,
1902,UGC01862,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.997,12.976,0.81,21.78,16.65,21.079,,,,,,,
1902,UGC01862,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.003,21.097,0.014,-40.27,19.5,,
1903,UGC01945,_dd,2,5,D,sersic,0.309,14.517,0.306,11.49,31.34,0.404,,,,,,,,,,,,,,,,,,
1903,UGC01945,_dd,2,5,D,expdisk,,,,,,,,,,,,0.691,13.627,0.445,3.78,26.26,22.72,,,,,,,
1904,UGC01970,_zz,2,4,Z,edgedisk,,,,,,,0.261,19.172,22.95,5.17,1.38,,,,,,,,,,,,,
1904,UGC01970,_zz,2,4,Z,edgedisk,,,,,,,0.739,20.555,17.21,22.49,4.29,,,,,,,,,,,,,
1905,UGC01981,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.584,0.874,41.55,20.03,23.088,,,,,,,
1906,UGC01999,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.614,0.292,-85.16,13.75,22.301,,,,,,,
1907,UGC02081,_bd,2,5,B,sersic,0.027,17.929,0.397,60.47,4.4,1.479,,,,,,,,,,,,,,,,,,
1907,UGC02081,_bd,2,5,D,expdisk,,,,,,,,,,,,0.973,14.02,0.566,73.75,19.84,22.503,,,,,,,
1908,UGC02082,_z,1,4,Z,edgedisk,,,,,,,1.0,20.574,-48.37,26.71,8.71,,,,,,,,,,,,,
1909,UGC02275,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.294,0.506,26.2,34.68,23.99,,,,,,,
1910,UGC02302,_dd,2,4,D,sersic,0.145,15.94,0.352,68.83,38.72,0.572,,,,,,,,,,,,,,,,,,
1910,UGC02302,_dd,2,4,D,expdisk,,,,,,,,,,,,0.855,13.77,0.964,-0.39,37.17,23.616,,,,,,,
1911,UGC02345,_dd,2,5,DISL1,sersic,0.095,16.794,0.197,55.58,42.47,0.487,,,,,,,,,,,,,,,,,,
1911,UGC02345,_dd,2,5,D,expdisk,,,,,,,,,,,,0.905,14.294,0.686,52.84,31.66,23.792,,,,,,,
1912,UGC02429,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.14,0.339,60.52,14.18,22.893,,,,,,,
1913,UGC02443,_dn,2,5,D,expdisk,,,,,,,,,,,,0.995,13.281,0.551,-18.08,13.1,20.863,,,,,,,
1913,UGC02443,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.005,18.993
1914,UGC03070,_bd,2,5,B,sersic,0.134,16.511,0.538,33.74,6.39,0.707,,,,,,,,,,,,,,,,,,
1914,UGC03070,_bd,2,5,D,expdisk,,,,,,,,,,,,0.866,14.479,0.576,-7.41,9.75,21.42,,,,,,,
1915,UGC04024,_dn,2,5,D,expdisk,,,,,,,,,,,,0.989,13.925,0.281,-68.96,12.44,21.394,,,,,,,
1915,UGC04024,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.011,18.788
1916,UGC04121,_dn,2,5,D,expdisk,,,,,,,,,,,,0.981,14.909,0.225,-11.69,25.3,23.92,,,,,,,
1916,UGC04121,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.019,19.212
1917,UGC04148,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.61,0.229,13.34,16.78,23.729,,,,,,,
1918,UGC04151,_bd,2,5,B,sersic,0.032,16.577,0.934,107.32,2.34,0.338,,,,,,,,,,,,,,,,,,
1918,UGC04151,_bd,2,5,D,expdisk,,,,,,,,,,,,0.968,12.869,0.935,-32.24,10.36,19.941,,,,,,,
1919,UGC04169,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.274,0.508,-37.3,15.69,21.248,,,,,,,
1920,UGC04238,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.913,13.434,0.354,78.27,22.18,22.159,,,,,,,
1920,UGC04238,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.087,21.622,0.185,63.94,30.49,,
1921,UGC04241,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.802,13.211,0.491,-37.21,10.28,20.266,,,,,,,
1921,UGC04241,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.091,19.031,0.395,-35.1,7.6,,
1921,UGC04241,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.108,15.398
1922,UGC04305,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,11.874,0.761,30.48,66.71,22.99,,,,,,,
1923,UGC04306,_dbarn,3,5,D,expdisk,,,,,,,,,,,,0.385,13.526,0.656,-43.11,9.51,20.412,,,,,,,
1923,UGC04306,_dbarn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.58,17.111,0.308,-42.8,11.23,,
1923,UGC04306,_dbarn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.035,16.14
1924,UGC04390,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.941,13.534,0.783,82.53,22.49,22.289,,,,,,,
1924,UGC04390,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.059,21.69,0.353,52.04,16.96,,
1925,UGC04393,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.814,13.469,0.675,55.87,14.98,21.342,,,,,,,
1925,UGC04393,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.186,19.489,0.228,53.56,15.59,,
1926,UGC04413,_zz,2,4,Z,edgedisk,,,,,,,0.864,22.339,-73.63,18.16,4.99,,,,,,,,,,,,,
1926,UGC04413,_zz,2,4,Z,edgedisk,,,,,,,0.136,22.14,-53.5,8.55,1.83,,,,,,,,,,,,,
1927,UGC04426,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.378,0.656,9.5,18.97,23.763,,,,,,,
1928,UGC04483,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.671,0.543,-9.64,14.77,23.513,,,,,,,
1929,UGC04499,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.782,0.747,-40.09,17.47,21.988,,,,,,,
1930,UGC04514,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.842,13.809,0.41,65.82,20.36,22.348,,,,,,,
1930,UGC04514,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.158,22.349,0.172,76.53,52.04,,
1931,UGC04543,_dd,2,5,D,sersic,0.112,16.521,0.529,151.55,11.08,0.777,,,,,,,,,,,,,,,,,,
1931,UGC04543,_dd,2,5,D,expdisk,,,,,,,,,,,,0.888,14.122,0.827,3.98,23.34,22.958,,,,,,,
1932,UGC04549,_dd,2,5,D,expdisk,,,,,,,,,,,,0.956,12.862,0.831,9.45,13.19,20.459,,,,,,,
1932,UGC04549,_dd,2,5,D,expdisk,,,,,,,,,,,,0.044,16.208,0.551,-50.98,2.18,19.897,,,,,,,
1933,UGC04550,_z,1,4,Z,edgedisk,,,,,,,1.0,18.371,4.4,6.43,2.16,,,,,,,,,,,,,
1934,UGC04551,_bd,2,5,B,sersic,0.631,12.367,0.901,116.18,4.47,1.678,,,,,,,,,,,,,,,,,,
1934,UGC04551,_bd,2,5,D,expdisk,,,,,,,,,,,,0.369,12.944,0.379,-67.98,17.01,21.094,,,,,,,
1935,UGC04559,_zzn,3,5,Z,edgedisk,,,,,,,0.705,18.286,51.2,8.0,3.02,,,,,,,,,,,,,
1935,UGC04559,_zzn,3,5,Z,edgedisk,,,,,,,0.252,22.338,38.7,36.5,13.24,,,,,,,,,,,,,
1935,UGC04559,_zzn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.043,15.875
1936,UGC04621,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.764,13.082,0.599,-46.83,8.84,19.808,,,,,,,
1936,UGC04621,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.078,19.897,0.285,-21.48,13.5,,
1936,UGC04621,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.158,14.79
1937,UGC04623,_dn,2,5,D,expdisk,,,,,,,,,,,,0.992,12.103,0.278,58.4,24.18,21.016,,,,,,,
1937,UGC04623,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.008,17.354
1938,UGC04628,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.816,0.283,73.25,14.0,22.542,,,,,,,
1939,UGC04659,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.927,14.686,0.331,-67.4,18.88,23.061,,,,,,,
1939,UGC04659,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.073,22.2,0.338,-48.42,14.86,,
1940,UGC04701,_dd,2,5,D,sersic,0.165,16.294,0.646,168.2,8.36,0.949,,,,,,,,,,,,,,,,,,
1940,UGC04701,_dd,2,5,D,expdisk,,,,,,,,,,,,0.835,14.499,0.4,-71.12,25.18,23.5,,,,,,,
1941,UGC04704,_z,1,4,Z,edgedisk,,,,,,,1.0,22.819,-65.36,31.87,8.36,,,,,,,,,,,,,
1942,UGC04714,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.905,13.524,0.816,-79.73,12.35,20.977,,,,,,,
1942,UGC04714,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.095,21.022,0.473,69.89,14.46,,
1943,UGC04722,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.133,0.234,32.76,14.89,22.993,,,,,,,
1944,UGC04725,_zn,2,4,Z,edgedisk,,,,,,,0.984,21.861,67.47,10.31,2.2,,,,,,,,,,,,,
1944,UGC04725,_zn,2,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.016,20.972
1945,UGC04753,_zz,2,4,Z,edgedisk,,,,,,,0.519,22.534,31.72,17.32,6.47,,,,,,,,,,,,,
1945,UGC04753,_zz,2,4,Z,edgedisk,,,,,,,0.481,20.722,24.25,15.24,1.7,,,,,,,,,,,,,
1946,UGC04777,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.46,0.249,-40.01,18.3,22.768,,,,,,,
1947,UGC04787,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.129,0.336,7.1,17.69,22.364,,,,,,,
1948,UGC04797,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,13.928,0.776,47.28,24.01,22.826,,,,,,,
1949,UGC04800,_dbarf,2,5,D,expdisk,,,,,,,,,,,,0.968,13.943,0.34,-64.44,13.97,21.665,,,,,,,
1949,UGC04800,_dbarf,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.032,20.557,0.203,-28.15,8.25,,
1950,UGC04824,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.989,13.439,0.286,-81.2,22.52,22.197,,,,,,,
1950,UGC04824,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.011,19.903,0.069,-66.96,7.6,,
1951,UGC04834,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.568,0.549,-53.08,12.6,23.066,,,,,,,
1952,UGC04837,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.943,0.685,-27.97,15.5,22.891,,,,,,,
1953,UGC04841,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.978,12.748,0.684,-37.34,37.56,22.617,,,,,,,
1953,UGC04841,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.022,22.675,0.411,19.32,22.2,,
1954,UGC04845,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.939,14.058,0.331,-78.07,15.11,21.95,,,,,,,
1954,UGC04845,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.061,20.619,0.492,-19.43,7.27,,
1955,UGC04867,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.934,14.117,0.608,-87.74,19.72,22.587,,,,,,,
1955,UGC04867,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.066,20.997,0.505,0.32,8.58,,
1956,UGC04871,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.124,0.45,13.91,19.38,23.555,,,,,,,
1957,UGC04878,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.9,16.116,0.242,27.95,15.42,24.052,,,,,,,
1957,UGC04878,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.1,23.37,0.105,25.16,28.07,,
1958,UGC04922,_bd,2,5,B,sersic,0.028,17.333,0.585,22.18,8.64,0.962,,,,,,,,,,,,,,,,,,
1958,UGC04922,_bd,2,5,D,expdisk,,,,,,,,,,,,0.972,13.465,0.454,59.21,31.93,22.981,,,,,,,
1959,UGC04953,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.758,0.271,-61.96,11.53,23.063,,,,,,,
1960,UGC04970,_zz,2,4,Z,edgedisk,,,,,,,0.633,18.946,-76.02,6.59,0.98,,,,,,,,,,,,,
1960,UGC04970,_zz,2,4,Z,edgedisk,,,,,,,0.367,21.572,-57.02,15.21,3.71,,,,,,,,,,,,,
1961,UGC04982,_ddn,3,4,D,expdisk,,,,,,,,,,,,0.433,14.13,0.414,4.12,9.73,21.066,,,,,,,
1961,UGC04982,_ddn,3,4,D,ferrer2,,,,,,,,,,,,,,,,,,0.558,20.1,0.262,3.27,33.79,,
1961,UGC04982,_ddn,3,4,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.009,18.306
1962,UGC04988,_dn,2,5,D,expdisk,,,,,,,,,,,,0.994,14.708,0.757,74.54,10.77,21.865,,,,,,,
1962,UGC04988,_dn,2,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.006,20.22
1963,UGC05004,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.951,14.886,0.608,-59.34,14.16,22.637,,,,,,,
1963,UGC05004,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.049,23.242,0.433,-19.73,15.57,,
1964,UGC05015,_dd,2,5,D,sersic,0.347,15.314,0.702,25.06,26.45,2.121,,,,,,,,,,,,,,,,,,
1964,UGC05015,_dd,2,5,D,expdisk,,,,,,,,,,,,0.653,14.573,0.932,39.26,22.11,23.291,,,,,,,
1965,UGC05020,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.962,14.313,0.249,77.09,15.95,22.322,,,,,,,
1965,UGC05020,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.038,21.956,0.555,56.24,8.83,,
1966,UGC05047,_z,1,4,Z,edgedisk,,,,,,,1.0,22.145,-15.62,14.24,5.18,,,,,,,,,,,,,
1967,UGC05050,_zz,2,4,Z,edgedisk,,,,,,,0.493,18.66,53.64,4.61,1.47,,,,,,,,,,,,,
1967,UGC05050,_zz,2,4,Z,edgedisk,,,,,,,0.507,20.944,38.07,12.64,6.06,,,,,,,,,,,,,
1968,UGC05076,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.866,0.758,-82.24,15.0,22.741,,,,,,,
1969,UGC05107,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.924,14.97,0.24,43.81,19.66,23.434,,,,,,,
1969,UGC05107,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.076,23.208,0.107,46.03,37.92,,
1970,UGC05114,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.168,0.533,-43.1,10.49,22.268,,,,,,,
1971,UGC05139,_d,1,3,D,sersic,1.0,13.357,0.952,155.15,124.48,0.586,,,,,,,,,,,,,,,,,,
1972,UGC05172,_dbarf,2,3,D,expdisk,,,,,,,,,,,,0.888,15.201,0.355,9.5,25.16,24.2,,,,,,,
1972,UGC05172,_dbarf,2,3,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.112,22.469,0.343,-64.05,16.5,,
1973,UGC05179,_bd,2,5,B,sersic,0.319,15.554,0.729,104.44,5.21,2.096,,,,,,,,,,,,,,,,,,
1973,UGC05179,_bd,2,5,D,expdisk,,,,,,,,,,,,0.681,14.705,0.562,-50.39,16.67,22.81,,,,,,,
1974,UGC05203,_zz,2,4,Z,edgedisk,,,,,,,0.296,21.446,80.16,13.22,1.72,,,,,,,,,,,,,
1974,UGC05203,_zz,2,4,Z,edgedisk,,,,,,,0.704,22.373,60.12,31.94,5.39,,,,,,,,,,,,,
1975,UGC05228,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.939,12.61,0.304,-56.2,16.64,20.71,,,,,,,
1975,UGC05228,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.052,20.556,0.194,-64.2,20.25,,
1975,UGC05228,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.009,17.668
1976,UGC05238,_dbar,2,5,D,expdisk,,,,,,,,,,,,0.917,14.062,0.343,53.29,20.56,22.623,,,,,,,
1976,UGC05238,_dbar,2,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.083,21.42,0.344,57.52,14.77,,
1977,UGC05245,_zz,2,4,Z,edgedisk,,,,,,,0.158,22.048,-22.8,9.59,1.86,,,,,,,,,,,,,
1977,UGC05245,_zz,2,4,Z,edgedisk,,,,,,,0.842,23.061,-17.1,41.84,8.19,,,,,,,,,,,,,
1978,UGC05249,_dbarfn,3,5,D,expdisk,,,,,,,,,,,,0.959,13.748,0.241,16.4,25.5,22.777,,,,,,,
1978,UGC05249,_dbarfn,3,5,BAR,ferrer2,,,,,,,,,,,,,,,,,,0.036,21.577,0.054,16.21,30.0,,
1978,UGC05249,_dbarfn,3,5,N,psf,,,,,,,,,,,,,,,,,,,,,,,0.006,19.357
1979,UGC05272,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,14.371,0.236,-60.5,34.29,24.043,,,,,,,
1981,UGC05340,_d,1,5,D,expdisk,,,,,,,,,,,,1.0,15.24,0.578,23.59,18.16,23.53,,,,,,,
1982,UGC05347,_zz,2,4,Z,edgedisk,,,,,,,0.412,19.642,17.42,9.15,0.87,,,,,,,,,,,,,
